example_id,tweet_id,thread_id,text,historical_reply,intent,secondary_intent,decision,escalation_reason,required_reply_points,forbidden_claims,annotator_confidence,annotator,reviewed
label-0611,2040256,1767684,<HANDLE> <HANDLE> Come on guys! A huge company like <HANDLE> should have prepared an app update for iPhone X way before launch. iOS 11 beta had been out for months before public launch... And it's not like iPhone X was a surprise either...,<HANDLE> Hey Kris! We hear you loud and clear. We’ll get this passed on to the right team. Give us a shout if you need anything else /DN,,,,,,,,,no
label-0612,529246,529246,"<HANDLE> Got an email about paying $99 for one year of Premium, but when I tried to sign up for it, the site tells me I’m not eligible for the discount. What’s up with that?",<HANDLE> Hey there! Can you DM us your account's email address or username along with a screenshot of the exact error message? We'll take a look backstage /KM <URL>,,,,,,,,,no
label-0613,2066334,2066334,<HANDLE> hi need ur help,"<HANDLE> Hey, we'd like to help out. Can you tell us what's exactly happening? Sending over your account's email/username will also be helpful /RK <URL>",,,,,,,,,no
label-0614,2475183,2475183,<HANDLE> hi. Someone called 'Wu' appears to have got into my account and uses it in a regular basis. Can u please help?,<HANDLE> Hey! Can you DM us your account's email address? We'll see what we can suggest /CB <URL>,,,,,,,,,no
label-0615,740185,740185,Look <HANDLE> we been through too much for you to be putting Empire songs in my release radar,"<HANDLE> Hey Tristan! We appreciate your feedback. The more you use Spotify, the more personalized Release Radar becomes. Carry on listening...",,,,,,,,,no
label-0616,1159695,1159695,<HANDLE> how come you guys don’t have “the monstars anthem” hit em high from the space jam movie ?? One of the best hip hop songs ever,"<HANDLE> Hey Justin, we’ll have it available to you as soon as it’s available to us! <URL> /MX",,,,,,,,,no
label-0617,980174,980179,"<HANDLE> While I'm at it, you know what also would be nice, if not desperately needed? Album organization. Let me make folders like ""2017 albums"" or ""My favorite albums"" or ""Albums to check out"".","<HANDLE> Hey! We hear you. We’d love to see your vote, and hear your feedback on this idea: <URL> /RC",,,,,,,,,no
label-0618,1459952,1459952,"<HANDLE> I've never signed up or used Spotify, but for 3 months £9.99 has come off my creditcard for SpotifyLondon. How do I stop this?","<HANDLE> Hey Emma, help's arrived! Could you DM your username and email address? We'll take a look backstage /JQ <URL>",,,,,,,,,no
label-0619,781330,781331,<HANDLE> well thats some bullshit,"<HANDLE> Sorry to hear you feel that way. Ads help us keep our Free service free, but don't worry - we'll pass your feedback to the team /CX",,,,,,,,,no
label-0620,1703337,1703338,<HANDLE> Done. There's growing discontent in the comments. You may want to get this one pushed through!,<HANDLE> Thanks for your vote! We also appreciate all feedback to support existing ideas. We're just a tweet away if you need anything else /LS,,,,,,,,,no
label-0621,968815,968815,"<HANDLE> hi, my last fm won't work on my spotify mobile, it says wrong uname/password. While It works just fine on desktop. Can u help?",<HANDLE> Hey! Can you change your Last.fm password and give it another try? Let us know how you get on /YM,,,,,,,,,no
label-0622,466108,466106,<HANDLE> 😂😂 you're so nice at Spotify... I may switch back on your app one day :/ you are so cool on Twitter 😘,"<HANDLE> Thanks for the kind words! If you ever need us again, just give us a... <URL> 🙂 /AR",,,,,,,,,no
label-0623,1915085,12091,<HANDLE> thank you! 🔥,"<HANDLE> You're welcome! If you need anything else, we're just a tweet away. <URL> ✌️ /NJ",,,,,,,,,no
label-0624,2407007,2407010,<HANDLE> Why do they get Premium for less? Paying much more has made me 😡,"<HANDLE> Hi! If you’re currently enrolled in an accredited college or university, you can get the discounted rate at <URL> /AU",,,,,,,,,no
label-0625,824183,824183,<HANDLE> hi! I have a concern about my Spotify account. I was charged for spotify premium but my account is still not premium.,<HANDLE> Hey Leomer! Can you DM us your account's username and email address? We'll take a look backstage /TF,,,,,,,,,no
label-0626,1785602,1785599,"<HANDLE> Yeah for sure, it's usually bang-on correct. Just thinking it would help the rec engine to know what we really hate as well as like. Thx!",<HANDLE> We can see how that’d be handy! We'll make sure your feedback reaches our devs. Give us a shout if there's anything else 🙂 /AY,,,,,,,,,no
label-0627,2633308,2633308,"<HANDLE> I PAY for Spotify premium, why did I just have two back to back ads? Idc if it’s the holidays I pay for premium for a reason.","<HANDLE> Hey, that's not cool! Could you DM us your account's username and email address? We'll take a look backstage /BX <URL>",,,,,,,,,no
label-0628,416200,416207,"<HANDLE> I can't remove the battery, but let me try it.",<HANDLE> Sounds like a plan! Let us know if rebooting your phone does the trick. Keep us posted /KB,,,,,,,,,no
label-0629,1358437,1358437,Hoi <HANDLE> Ik wil een liedje zoeken en afspelen. Waar moet ik klikken? <URL>,"<HANDLE> Hey Harald! We can help out in English via Twitter, but we also have Dutch support through email at <URL> /JP",,,,,,,,,no
label-0630,895159,895159,I need help with my account! <HANDLE>,<HANDLE> Hi! We've just replied to your DM. We'll carry on helping there /MQ,,,,,,,,,no
label-0631,2297279,2297279,<HANDLE> why won’t you take my money and let me keep premium 😩😩😩,<HANDLE> Hey Ryan! Need help? Send over a DM to explain what's going wrong. If you're seeing an error message let us know 🙂 /J,,,,,,,,,no
label-0632,2509471,2509469,<HANDLE> I think this fixed it? Thanks KB,<HANDLE> Awesome! Just give us a shout if the problem persists. We're... <URL> /JQ,,,,,,,,,no
label-0633,2306948,2306948,<HANDLE> i️ don’t pay $15 a month for your bitchasses to delete my shit once a month y’all needa figure ur shit out,<HANDLE> Hey! Sorry to hear you feel that way. Check out the steps under “Downloads unexpectedly removed” at <URL> /JS,,,,,,,,,no
label-0634,1695233,1695233,<HANDLE> yo your site is being a bitch right now,"<HANDLE> Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",,,,,,,,,no
label-0635,2225708,2225708,<HANDLE> why are none of the new albums out today available yet? Never had this happen before!,"<HANDLE> Hi George! Don't worry, we’ll have it available to you as soon as it’s available to us. More info here: <URL> /NY",,,,,,,,,no
label-0636,859107,859112,"<HANDLE> Hey, OS is MacOS Sierra 10.12.6. There's no error, I simply click Create Similar Playlist but it's like I'm not even clicking it - it's not like it clicks and doesn't do anything, it might as well be greyed out as nothing happens whatsoever. TY",<HANDLE> Thanks. Does logging out &gt; restarting your device &gt; logging back in again make any difference? /KM,,,,,,,,,no
label-0637,2620066,2620066,ok but why is red velvets new album not on spotify yet. I’m mad,<HANDLE> Hey there! We’ll have it available to you as soon as it’s available to us. There's info about Spotify content here: <URL> /CO,,,,,,,,,no
label-0638,2078390,2078390,Are there any ways to track down a #hacker who has logged in to my <HANDLE> account? (And yes I had a strong password Im not that stupid),"<HANDLE> Hey Fredrik, we're here to help. Could you DM us your accounts email address and username? We'll check backstage for you /BX <URL>",,,,,,,,,no
label-0639,711274,711274,"<HANDLE> hello, my android app keeps skipping songs and pausing and unpausing at random. Can you advise a fix?","<HANDLE> Hey Emma, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MQ",,,,,,,,,no
label-0640,630429,630429,<HANDLE> Eddy Kim - When night falls 👀 where is this song? I can't find it!!! 😤,"<HANDLE> Hey Karen, we’ll have it available to you as soon as it’s available to us! For now, check <URL> /SY",,,,,,,,,no
label-0641,787542,787542,"What about a timer/alarm to set <HANDLE> to come on at a particular time? Wake up to tunes, not the same bleeping alarm every morning.","<HANDLE> Zzzzz... Sorry, dozed off there. But an alarm is a great idea! Show your support here: <URL> /JL",,,,,,,,,no
label-0642,1257204,1257204,<HANDLE> hi! I’m getting this message but I updated my details last night. Should I be worried? Thanks! <URL>,<HANDLE> Hey there! Could you DM us your account's email address/username? We'll check behind the scenes /RE <URL>,,,,,,,,,no
label-0643,1575204,1575205,<HANDLE> My laptop! There used to be a lyrics option that never came back,<HANDLE> Hey again. You can find more info on what happened with the Lyrics feature at <URL> We hope that helps /CB,,,,,,,,,no
label-0644,1123984,1123984,"<HANDLE> I have subscribed to a family deal,I have it my phone. My partners phone,my boys tablet,for some reason their devices are linked?","<HANDLE> Hi Greg, help's here! Can you let us know their devices/OS and Spotify version? We'll see what we can suggest /NY",,,,,,,,,no
label-0645,1945706,1945704,<HANDLE> I've tried it on my Iphone 7 and have no problems. I tried 10 different songs and had no problem with any of them.,<HANDLE> Could you send us a DM with your account's email address or username? We'll take a look backstage /DR <URL>,,,,,,,,,no
label-0646,2190794,2190794,"<HANDLE> I redeemed a Spotify giftcard for 3 months but it has not reflected yet in my account, im from México btw, e-mail is __email__",<HANDLE> Hi there! We'd recommend deleting your last tweet as it contains your personal details. Can you DM us instead? /MS <URL>,,,,,,,,,no
label-0647,115274,115277,<HANDLE> why do you have to live at same address for a family plan?,<HANDLE> Hey there! All members of a Premium for Family plan must reside at the same physical address as mentioned in our T&amp;Cs: <URL> Hope this clears things up /QI,,,,,,,,,no
label-0648,110072,110065,<HANDLE> For php9 only?,<HANDLE> Hey Luke! Can you DM us your account's username and email address? We'll take a look backstage /JK <URL>,,,,,,,,,no
label-0649,2390505,2390505,<HANDLE> srsly what happened to play queue and daily mix/radio on web player???,"<HANDLE> 1: Hi Alex! Daily Mix should still be available. As for the others, we appreciate your feedback on these. Don't worry, we'll make...",,,,,,,,,no
label-0650,1764648,1764655,<HANDLE> Correction. There is a system update showing now that wasn't before. I'll try updating that later and see if that fixes it. Thanks.,<HANDLE> No worries! Just let us know how it plays our. We'll be here waiting for any updates /LM,,,,,,,,,no
label-0651,1882096,1882096,"<HANDLE> Excited to sign up for a family plan... gave up after 30 minutes of ""expired forms"" and ""Invalid Postal Codes. Frustrating.","<HANDLE> Hey there, help's here! Can you DM us a screenshot of what you're seeing on your end? We'll see what we can suggest 🙂 /CG <URL>",,,,,,,,,no
label-0652,2832,2812,<HANDLE> Really? P9 only for three months?,"<HANDLE> Hey! At the moment, the Intro Offer's for users who have never had Premium before. Can you fire over your account's email address via DM? We'll see what we can suggest /RC <URL>",,,,,,,,,no
label-0653,1230173,1230178,"<HANDLE> iPhone 6s, most recent spotify, and it just happened randomly and it's annoying","<HANDLE> 1: We'll get to the bottom of this. To get your iOS version, just head to your device's Settings &gt; General &gt; About.",,,,,,,,,no
label-0654,1909988,1909988,<HANDLE> <HANDLE> help! I already paid for Spotify Premium thru SM bills payment but my account is still on free 😓,"<HANDLE> Hey there, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ <URL>",,,,,,,,,no
label-0655,689529,689529,<HANDLE> why did you delete all the songs in 4am comedown 😭 why didn’t you just rename it 😭 why are there only 50 songs in the playlist 😭 <URL>,<HANDLE> Hey there! Can you give us more info on what's happening exactly? Can you send us a link to the playlist? We'll see what we can suggest /PB,,,,,,,,,no
label-0656,2618519,2618522,<HANDLE> I can't see their new album at all. Singapore,<HANDLE> Got it! Are you referring to this one: <URL> /JP,,,,,,,,,no
label-0657,930006,930006,"<HANDLE> album ""Chronology of a Rotten Mind"" by the artist ""Mouldered"" sounds very distorted. It is fine in other platforms.","<HANDLE> Hey, thanks for letting us know! We'll get this reported. Great detective work 🔍 <URL> /TR",,,,,,,,,no
label-0658,2780799,2780799,"<HANDLE> Two or three times over the last few months, my offline Spotify song database has disappeared, and I have to re-download all of my offline songs. I pay for premium to get those offline songs, and it is so so incredibly frustrating.","<HANDLE> Hey, that doesn't sound right! Check out the steps under “Downloads unexpectedly removed” at <URL> They should help with this /JP",,,,,,,,,no
label-0659,1203968,1203969,<HANDLE> ok so i understand u making a family discount but that’s not what we wanted bros :/,"<HANDLE> Thanks for sharing your thoughts. No worries, we'll pass the suggestion to the relevant team /PB",,,,,,,,,no
label-0660,1588411,1588411,<HANDLE> <HANDLE> could y’all have any worse of a support team... 🙄,"<HANDLE> Hi Jen, sorry for the wait! We've just sent you a bit more info over DM. We'll carry on helping out there /GN",,,,,,,,,no
label-0661,1788852,1788852,"Well <HANDLE> just used all my mobile data, for no reason, with cellular data turned *off* <URL>","<HANDLE> Hey Scott, help's here! Can you DM us your account's email address? We'll take a look under the hood /CO <URL>",,,,,,,,,no
label-0662,1957164,1957164,<HANDLE> hiiii how could we be on a cool <HANDLE> rock playlist pls?,<HANDLE> Hi! Our Curation team are independent so there's no formal submission process. Check out <URL> to help gain visibility /SP,,,,,,,,,no
label-0663,233158,233154,"<HANDLE> I can't seem to vote for that idea, the + vote button is disabled although I'm logged in.",<HANDLE> Got it. Have you tried voting using a different browser or using an incognito window? Let us know how you get on /TF,,,,,,,,,no
label-0664,2379889,2379889,"<HANDLE> Hi, I have premium spotify subscription wtih FIDO which is expiring Nov 21, 2017 as shown on the FIDO webpage. But when I logged into my spotify account, the status listed ""FREE"" since Nov 10, 2017. Why i1s that? I still have 11 days to go till it expired.",<HANDLE> Hey there! Can you DM us your account's email address? We'll take a look backstage /KC <URL>,,,,,,,,,no
label-0665,2297277,2297277,<HANDLE> when will Taylor Swift's reputation be available ?,"<HANDLE> Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: <URL> /GL",,,,,,,,,no
label-0666,674463,674463,"<HANDLE> so after the 3 months, can we choose to unsubscribe the Premium or we still have to proceed with the regular fees (RM14.90) ? <URL>","<HANDLE> Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /KM <URL>",,,,,,,,,no
label-0667,909951,909951,"<HANDLE> after FINALLY letting my desktop install Win 10 Creators Update, my music in spotify keeps pasuing every 30 secs or so! #MAD","<HANDLE> Hey! What device and Spotify version are you using? Also, have you tried any troubleshooting so far? We'll see what we can suggest /CB",,,,,,,,,no
label-0668,2280534,2280534,"<HANDLE> I started a premium subscription with a 60-day free trial, which should go until 1/9/18. Switched to a family plan and now it says I'll be charged on 12/19/17? Did I lose my free trial by activating family plan?","<HANDLE> Hey Nicholas, we're here to help! Can you send us your account's username or email address via DM? We'll take a look backstage /GN <URL>",,,,,,,,,no
label-0669,2807568,2807568,<HANDLE> <HANDLE> why can’t I access my hulu student account anymore? I had spotify student and I’ve been using hulu for some weeks. Randomly kicked me out,<HANDLE> Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ <URL>,,,,,,,,,no
label-0670,2288620,2288620,<HANDLE> why isnt who by seventeen on Spotify im constantly crying,"<HANDLE> Hey there, fingers crossed we'll be able to have it soon! We have some info about Spotify content here: <URL> /TB",,,,,,,,,no
label-0671,615412,615412,even Spotify's tech support page ignores my DMs,<HANDLE> Hey! We've just replied to your DM. We'll carry on chatting there 🙂 /Q,,,,,,,,,no
label-0672,1974599,1974599,"<HANDLE> is this a genuine email of yours, I think I have been hacked as I can't log in <URL>","<HANDLE> Hey James! We'd recommend deleting your first tweet, as it contains private information. Also, could you DM us your account's username? /MQ <URL>",,,,,,,,,no
label-0673,2391971,2391972,"<HANDLE> It’s ok, i took care of it via chat.",<HANDLE> Got it. Give us a shout if you ever need us again. We'd be... <URL> 😁 /MA,,,,,,,,,no
label-0674,654662,654662,"<HANDLE> if i signed up for spotify premium as a student but didn't do the verification process, will my card still be charged?","<HANDLE> Hey there, help's here! Could you DM us your account's email address and username? We'll help out there /CG <URL>",,,,,,,,,no
label-0675,443184,443184,<HANDLE> Have you been hacked? Yes or No?,"<HANDLE> We understand how you feel about this. We can assure you that everything's okay with the system. If you could check your inbox for the DM we've sent, that'd be great /AY",,,,,,,,,no
label-0676,1232383,1232383,<HANDLE> Noticed Glen Hansard's Spotify session is gone. Where did it go? Any way to purchase it?,"<HANDLE> Hey there, sometimes content gets removed because of licensing changes. Hopefully we'll have it available again soon! /SY",,,,,,,,,no
label-0677,2328436,2328436,<HANDLE> hi! I DMed you about an issue I was having with my premium trial. Could you take a look at that for me? Thanks!,<HANDLE> Hey there! We've sent a DM your way. Let's carry on chatting there /RK,,,,,,,,,no
label-0678,2158633,2158633,<HANDLE> can you fix my Hulu account bc I’m in the middle of a show. I’d appreciate it.,<HANDLE> Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /AR,,,,,,,,,no
label-0679,574250,574251,<HANDLE> Thank you. I greatly appreciate it. I reached out to them.,"<HANDLE> No worries! If anything else comes up, we're just a tweet away 🙂 /NJ",,,,,,,,,no
label-0680,77734,77734,"<HANDLE> Hi I want spotify premium student but why isn't there an iDeal or PayPal option? Just like every student, I don't have a creditcard.",<HANDLE> Hey Rana! Can you DM us your account's username or email address? We'll take a look under the hood /RS <URL>,,,,,,,,,no
label-0681,1353867,1353867,Spotify was playing wierd shi on my phone last night... <HANDLE> <URL>,<HANDLE> Hey Diana! What can we say? Sometimes you just have to... <URL> 😉 /TB,,,,,,,,,no
label-0682,1021329,1021329,"<HANDLE> hey, my artist name is currently ""Wy"" but I'd like it to change it to ""WY"". profile link: <URL> thank you!","<HANDLE> Hey! This is something for our Artist Services team. Not to worry, you can contact them here: <URL> 🙂 /AU",,,,,,,,,no
label-0683,2342550,2342550,"Hi <HANDLE>, your #discoverweekly robot is having a Monday moment...Amp Static not really my scene, and I'm not sure what clues I might've given that suggested otherwise...#normallyitsbangonthemoney <HANDLE> - help!? <URL>","<HANDLE> Hey Louis, we appreciate your feedback on this. Don't worry, just continue listening to the music you like. It'll just get better /GK",,,,,,,,,no
label-0684,173646,173649,"<HANDLE> Hey there, help's here! Can you let us know your desktop's OS and the version of Spotify it's currently rocking? It'd also be super helpful if you could provide a screenshot of what you're seeing. Keep us in the loop /AV","<HANDLE> No worries. We'll wait for the screenshot. Is this happening to a specific album/song? If you can provide us with more details, that'd be great. Keep us posted /AD",,,,,,,,,no
label-0685,1960906,1960908,"<HANDLE> Thanks for the response, though. Now I gotta to back to trimming my library",<HANDLE> How keen of you to notice! Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /DD,,,,,,,,,no
label-0686,488803,488803,"<HANDLE> I just found out there is a video function in spotify, but i cant seem to play any videos. I am in Norway, i have premium and my spotify desktop version is 1.0.68.407.g6864aaaf. Thanks in advance.",<HANDLE> Hey! Can you send us the Video Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look backstage /MX,,,,,,,,,no
label-0687,2627912,2627912,"<HANDLE> I'm trying to listen to one song. Why, when I click that song, are you playing everything BUT that song? Your app sucks.","<HANDLE> Hi there! We're sorry to hear you feel that way. Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /NH",,,,,,,,,no
label-0688,2150430,2150429,"<HANDLE> Yup... already did that. So far, he's gone. Love you to shut down that dudes account!","<HANDLE> 1: This is something for our Accounts team. To get in touch with them, just go to our contact form here: <URL> and...",,,,,,,,,no
label-0689,753654,753654,<HANDLE> I am a Groove Music member and now want to move my music to Spotify. Do I wait until Dec to cancel? I don't want 2b billed2x,"<HANDLE> Hey Delsin! We have more info about the migration at <URL> Any other questions, just give us a shout /SJ",,,,,,,,,no
label-0690,1896993,1896994,<HANDLE> And i also removed all offline devices except my iPhone. Still no luck. What do I do?,"<HANDLE> Hi Philipp, the cavalry's here! Can you DM us your username and email address? We'll take a look backstage /JI <URL>",,,,,,,,,no
label-0691,116593,116594,"<HANDLE> Great, thx for the help.",<HANDLE> No worries! Feel free to reach out if you need any more help. We'll be happy to lend a hand /TB,,,,,,,,,no
label-0692,1435062,1435062,"<HANDLE> Why tf cant you see music history on mobile, that song i just heard on random play is legit lost forever i am heartbroken i am","<HANDLE> Hey! Right now, it's not possible to see the music history using the mobile app. More info here: <URL> /RS",,,,,,,,,no
label-0693,2779463,2779463,<HANDLE> hey most of my saved songs went and it’s a premium account,"<HANDLE> Hey there! We'll help out, don't worry. Just to check, have your saved music gone missing or did all your offline tracks desync? We'll see what we can suggest /GN",,,,,,,,,no
label-0694,294388,294388,OHMYFUCKINGGOD MILK IS FINALLY AVAILABLE ON SPOTIFY,<HANDLE> Woohoo! This calls for a <URL> Give us a shout if you need anything else /CO,,,,,,,,,no
label-0695,667909,667909,Petition for <HANDLE> to add the entire RBD discography. Thanks,<HANDLE> Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /NQ,,,,,,,,,no
label-0696,572683,572683,<HANDLE> dm please! I need you help!,<HANDLE> Hey there! What's happening exactly? Can you DM us your account's username or email address? We'll take a look backstage /AP <URL>,,,,,,,,,no
label-0697,970858,970856,<HANDLE> Neither of those worked.,<HANDLE> Can you let us know more about what's happening? Are you getting similar issues when browsing other websites? /AY,,,,,,,,,no
label-0698,633713,633713,<HANDLE> I signed up for the 30 day trial but was charged after 7 days!? Help! Thank you:),<HANDLE> Hi Jessica! Could you DM us your account's email address or username? We'll take a look backstage /AU <URL>,,,,,,,,,no
label-0699,1759821,1759821,<HANDLE> do you guys have a number I can call?,<HANDLE> We've just sent a DM your way. Let's carry on chatting there /AN,,,,,,,,,no
label-0700,2043851,2043851,<HANDLE> <HANDLE> is Spotify going to be available in the Middle-Eastern countries in the future?,"<HANDLE> Hey there! We don't have any info about it yet, but we're launching regularly in countries around the world: <URL> /MA",,,,,,,,,no
label-0701,1427790,1427790,<HANDLE> been waiting for my <HANDLE> stars for my new membership since the 7th.... 😔,<HANDLE> Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN <URL>,,,,,,,,,no
label-0702,1175705,1175723,"<HANDLE> Google Pixel XL1, Android 8, Spotify version 8.4.24.871",<HANDLE> Thanks! Does restarting your device - including removing the battery for 30 seconds if possible - help at all? /LF,,,,,,,,,no
label-0703,2056981,2056981,<HANDLE> my Spotify premium was turned off... why,"<HANDLE> Hi Brandon, we're here to help! Can you DM us with your account's username and email address? We'll take a look backstage /WW <URL>",,,,,,,,,no
label-0704,2292725,2292725,<HANDLE> struggling to use Spotify tonight in Manchester England. Internet fine. Problems? Can’t search etc,"<HANDLE> Hey, that doesn't sound good! Are you getting any error messages? Can you let us know which device/OS and Spotify version you're using? /YM",,,,,,,,,no
label-0705,1411759,1411763,<HANDLE> what is a DM?,"<HANDLE> It's a private message. You can send us one by clicking ""Send a private message"" below either of our last 2 tweets /RH",,,,,,,,,no
label-0706,2476367,2476367,<HANDLE> Is there a way to filter by downloads/offline in a playlist?,"<HANDLE> Hey Angelo! We don't have that feature for now, but you can add your vote to a similar idea here: <URL> to help make it happen 🙂 /KT",,,,,,,,,no
label-0707,1278259,1278261,"<HANDLE> Thank you so much for replying, I'll look forward to it!","<HANDLE> No worries! We're glad we could help out. If you ever need anything else, just shout and we'll come running 🏃 /DF",,,,,,,,,no
label-0708,190156,190156,Why can't I just drag local tracks into <HANDLE> ? Put that on your backlog pls.,"<HANDLE> Hey! This isn't currently possible, but we'd suggest following the steps here: <URL> Keep us posted /JS",,,,,,,,,no
label-0709,1231488,1231488,<HANDLE> I'm still having a issue,<HANDLE> Hey! We've just sent a DM your way. Check your Messages /MV,,,,,,,,,no
label-0710,788611,788621,<HANDLE> Ah. It's back.,<HANDLE> Thanks for the update. Can you try the steps here for us: <URL> They should help with this /NY,,,,,,,,,no
label-0711,2122760,2122760,"If <HANDLE> had a phone number, my issues could have been fixed this afternoon. But instead I'm up at 1am waiting for a Twitter DM.",<HANDLE> Hey there. We've just sent a DM your way. Let's carry on chatting there /JU,,,,,,,,,no
label-0712,364163,364163,<HANDLE> why am I not able to add a family member to Spotify family? Keep receiving this error. <URL>,<HANDLE> Hey there! Can you DM us the email addresses of your account and the family member you're trying to add? We'll take a look backstage /SJ <URL>,,,,,,,,,no
label-0713,2699577,2699577,"<HANDLE> hi, I should get student discount but have been charged 14.99 this month? Anyway I can get my money back and sort the student discount out? Thanks","<HANDLE> Hi there, that doesn't sound good! Can you DM us your account's email address? We'll take a look backstage /AK <URL>",,,,,,,,,no
label-0714,2541135,2541136,<HANDLE> <HANDLE> Take Care is a classic. Y'all better get that shit back up ASAP 😒😅,<HANDLE> Hey Nicholas! Could you DM us your account's username or email address? We'll take a look backstage /LP <URL>,,,,,,,,,no
label-0715,1660937,1660937,<HANDLE> please release an update for the iPhone X.,"<HANDLE> Hey! We don't have any info on this right now, but we’ll be sure to pass your feedback onto the right folks /JL",,,,,,,,,no
label-0716,1465746,1465746,<HANDLE> Hey! Just got a new phone and can’t remember password or email I used. Only username. Premium customer! Please help!,"<HANDLE> Hey Miggy, help's here! Can you DM us your account's username? We'll take a look backstage /KC <URL>",,,,,,,,,no
label-0717,2570297,2570297,<HANDLE> Can I request a contact number for your Brand Manager?,<HANDLE> Hey! We’ve got loads of info on this here: <URL> Let us know if there’s anything else /DF,,,,,,,,,no
label-0718,189929,189825,"<HANDLE> <HANDLE> I get Spotify premium free through my employer, does that mean I get Hulu for free? How do I use my existing Hulu email then?",<HANDLE> Hey Lindsay! Can you DM us your account's email address or username? We'll take a look /NS <URL>,,,,,,,,,no
label-0719,1250602,1250603,"<HANDLE> I can play it on my computer only. Using an iPhone 7 Plus with iOS 11, I believe. It’s grayed our on my mobile playlist even after download",<HANDLE> Thanks. Can you try the troubleshooting steps found on this link: <URL> Let us know how it goes /SJ,,,,,,,,,no
label-0720,864996,864996,"<HANDLE> Hello! Is it possible to add a Family Share playlist, where all the members of your family subscription can add songs to it?",<HANDLE> Hey! You can use a Collaborative Playlist to accomplish this. More info at <URL> We hope that helps /CB,,,,,,,,,no
label-0721,1222133,1222138,"<HANDLE> Guessing the guy on the 'Courage...' album needs his own new page, looking at artist results when I search on the name Eddie James",<HANDLE> Got it. We'll get this reported right away. Great detective work! <URL> 🔍 /AU,,,,,,,,,no
label-0722,2669351,2669350,<HANDLE> Can any user with a verified badge get access to the analytics? Or specifically artist pages? <HANDLE> (Asking for our team over at <HANDLE>!),<HANDLE> Hey Addie! Artists and managers who've been granted Spotify for Artists access will only have access to the artist profiles they've been granted access to. There's more info on Spotify for Artists here: <URL> We hope this helps /K,,,,,,,,,no
label-0723,1665445,1665446,<HANDLE> Peki ya siz? <HANDLE>,<HANDLE> 2: we also have Turkish support via email at <URL> /AY,,,,,,,,,no
label-0724,848446,848446,<HANDLE> Hi - how do you merge two accounts together?,"<HANDLE> Hi there, help's here! Can you DM us your accounts' email addresses? we'll see what we can suggest /NY <URL>",,,,,,,,,no
label-0725,2574089,2574091,<HANDLE> Terrible decision. But thanks anyway ❤️,"<HANDLE> Thanks for the feedback. Rest assured, it will be passed on to the right folks. In the meantime, let us know if you need help with anything else /GU",,,,,,,,,no
label-0726,2118724,2118724,"<HANDLE> getting this error a lot. I’ve logged out, revoke access and changes passwords. Please help <URL>","<HANDLE> Hey Henry, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ <URL>",,,,,,,,,no
label-0727,308657,308658,<HANDLE> And now this. I am gonna need a new laptop because I have the very strong urge to throw it out of the window right about now. <URL>,"<HANDLE> Hey! Don't worry, help's here. Can you let us know the operating system &amp; Spotify version you're using? We'll see what we can suggest /MT",,,,,,,,,no
label-0728,429224,429224,<HANDLE> why is the app displaying Simplified Chinese in Hong Kong? <URL>,<HANDLE> Hi Robin! Help's here. Can you check if the app is set in English? Here's our guide: <URL> Keep us posted /MU,,,,,,,,,no
label-0729,124131,124138,<HANDLE> Who said it was actually mine though?,"<HANDLE> Sorry for the confusion, but it would be best to delete it as it contains private info. We'd appreciate if you can DM us your account's email address instead using the link below /JP <URL>",,,,,,,,,no
label-0730,1718816,1718819,<HANDLE> Have tried but nothing works or it works for a little while but next time I open Spotify the same thing happens,<HANDLE> Could you DM us your account's email address? It'd also be great to send us a screenshot of what you're seeing. We'll check backstage /LW <URL>,,,,,,,,,no
label-0731,1801258,1801258,I hope <HANDLE> verify my account today 🤘🏼,"<HANDLE> Hey! We can't make promises, but rest assured we'll do our best to give you access to Spotify for Artists as soon as possible 🙂 /NY",,,,,,,,,no
label-0732,263526,263528,<HANDLE> Germany i guess,<HANDLE> Could you send us a DM with your account's email address or username? We'll take a look backstage /LO <URL>,,,,,,,,,no
label-0733,2391340,2391340,<HANDLE> when are you gonna update the app to fit iPhone X screen?,"<HANDLE> Hey, we’re working on it as we speak. Stay tuned! /MA",,,,,,,,,no
label-0734,2948918,2948918,Fam <HANDLE> why is <HANDLE> “Rain On Me” NOT on Chapter II ??,<HANDLE> Hey there! We'd love to have all her stuff available but we have some more info about missing content at <URL> Let us know if you need anything else 🙂 /KL,,,,,,,,,no
